title,company,requirement,salary,technical_skill,location,working_time,image_url,job_url
Senior Fullstack Developer(Shopify),SmartOSC,,Negotiable,"['openid', 'mvc', 'symfony', 'dynamodb', 'rest api', 'oracle', 'api', 'magento', 'oauth2', 'analytics', 'elastic', 'phpunit', 'oop', 'jest', 'mssql', 'html', 'nosql', 'javascript', 'laravel', 'sql', 'json', 'postgresql', 'cassandra', 'php', 'mysql', 'redis', 'react', 'mongodb', 'css', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8024.png,https://nodeflair.com/jobs/smartosc-senior-fullstack-developer-shopify-190271?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Process Quality Assurance ( PQA Fresher ),NTQ Solution,,Negotiable,"['qc', 'qa', 'testing']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11965.png,https://nodeflair.com/jobs/ntq-solution-process-quality-assurance-pqa-fresher-190262?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Web Developer (Middle),PIXTA,,Negotiable,"['solr', 'aws', 'api', 'ci', 'sqs', 'apache', 'nosql', 'kafka', 'ruby', 'nodejs', 'graphql', 'elasticsearch', 'react', 'python', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11966.png,https://nodeflair.com/jobs/pixta-web-developer-middle-190188?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Back End Developer (Java),Boomco Communication Co.,,Negotiable,"['spring', 'java', 'javascript', 'nodejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/16241.png,https://nodeflair.com/jobs/boomco-communication-co-back-end-developer-java-190186?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Middle to Senior DevOps Engineer (HCM, English)",NFQ,,Negotiable,"['container', 'influxdb', 'circleci', 'aws', 'docker', 'jenkins', 'telegraf', 'sentry', 'datadog', 'ci', 'aws cloudwatch', 'git', 'azure', 'grafana', 'prometheus', 'kubernetes', 'elasticsearch']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/10629.png,https://nodeflair.com/jobs/nfq-middle-to-senior-devops-engineer-hcm-english-190185?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Software Quality Assurance Engineer,VietUnion,,Negotiable,"['api', 'ios', 'android', 'net', 'php']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9882.png,https://nodeflair.com/jobs/vietunion-software-quality-assurance-engineer-190184?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Product Owner,Apero,,Negotiable,['firebase'],Vietnam,Full-time,https://nodeflair.com/api/v2/companies/7584.png,https://nodeflair.com/jobs/apero-product-owner-190252?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Flutter Developer,Icon Technic,,Negotiable,"['rest api', 'api', 'oop', 'git', 'flutter', 'ios', 'android', 'json']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8777.png,https://nodeflair.com/jobs/icon-technic-flutter-developer-190270?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Back-end Developer (NodeJS),Eduvator,,Negotiable,"['docker', 'git', 'apollo', 'nosql', 'sql', 'nodejs', 'mongodb']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8350.png,https://nodeflair.com/jobs/eduvator-back-end-developer-nodejs-190242?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Flutter Mobile Developer,Savis,,Negotiable,"['rest api', 'api', 'oop', 'git', 'flutter', 'ios', 'android']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11708.png,https://nodeflair.com/jobs/savis-flutter-mobile-developer-190251?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Frontend React Developer (Middle/Senior),Breadstack,,Negotiable,"['tdd', 'rest api', 'selenium', 'api', 'es5', 'cypress', 'scss', 'enzyme', 'jest', 'sass', 'html', 'linux', 'redux', 'typescript', 'javascript', 'react', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22311.png,https://nodeflair.com/jobs/breadstack-frontend-react-developer-middle-senior-190060?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
iOS Developer (Upto 50M),XGame Studio,,Negotiable,['ios'],Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8532.png,https://nodeflair.com/jobs/xgame-studio-ios-developer-upto-50m-190059?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Software Engineering Manager,German Software Intelligence (GSI),,Negotiable,"['c++', 'ci', 'c#', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11820.png,https://nodeflair.com/jobs/german-software-intelligence-gsi-software-engineering-manager-190058?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Web Engineer,Be Group,,Negotiable,"['gitlab', 'nextjs', 'docker', 'go', 'ci', 'gke', 'git', 'flutter', 'istio', 'html', 'typescript', 'javascript', 'react', 'css', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9300.png,https://nodeflair.com/jobs/be-group-senior-web-engineer-190057?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Backend Developer (Nodejs/Expressjs),Ho Chi Minh,,Negotiable,"['docker', 'go', 'ci', 'git', 'java', 'kafka', 'typescript', 'c#', 'nodejs', 'net', 'postgresql', 'redis', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22098.png,https://nodeflair.com/jobs/ho-chi-minh-senior-backend-developer-nodejs-expressjs-190056?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Angular Developer,NAL Solutions,,Negotiable,"['yarn', 'rest api', 'api', 'flow', 'jasmine', 'webpack', 'mocha', 'git', 'jest', 'sass', 'azure', 'npm', 'bootstrap', 'angular', 'typescript', 'es6', 'javascript', 'jquery', 'react', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13027.png,https://nodeflair.com/jobs/nal-solutions-angular-developer-190053?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Junior Software Developer,Azeus Systems,,Negotiable,['java'],Vietnam,Full-time,https://nodeflair.com/api/v2/companies/6926.png,https://nodeflair.com/jobs/azeus-systems-junior-software-developer-190052?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
React Native Developer,Politetech,,Negotiable,"['api', 'ci', 'flutter', 'react native', 'ios', 'react']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13434.png,https://nodeflair.com/jobs/politetech-react-native-developer-190051?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Java Developer,Axon Active,,Negotiable,"['rest api', 'spring', 'jpa', 'java', 'hibernate', 'angular', 'vuejs', 'mvvm', 'gradle', 'android', 'kotlin']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/12548.png,https://nodeflair.com/jobs/axon-active-senior-java-developer-190049?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Chuyên Viên Quản Lý Chất Lượng Quy Trình ( PQA ),PiraGo,,Negotiable,"['qc', 'qa', 'testing']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11996.png,https://nodeflair.com/jobs/pirago-chuyen-vien-qu-n-ly-ch-t-l-ng-quy-trinh-pqa-190085?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Manual Tester - Tiếng Anh Giao Tiếp,Mediastep,,Negotiable,['api'],Vietnam,Full-time,https://nodeflair.com/api/v2/companies/8971.png,https://nodeflair.com/jobs/mediastep-manual-tester-ti-ng-anh-giao-ti-p-190080?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
"Fullstack Developer (Java, Angular)",TTC Solutions,,Negotiable,"['intellij', 'netbeans', 'svn', 'rest api', 'oracle', 'api', 'spring', 'ci', 'soap', 'eclipse', 'git', 'java', 'springboot', 'hibernate', 'angular', 'flask', 'sql', 'sqlite', 'mysql', 'mongodb', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9947.png,https://nodeflair.com/jobs/ttc-solutions-fullstack-developer-java-angular-190093?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Test Lead (Dự Án Banking),TTC Solutions,,Negotiable,"['qc', 'qa', 'testing']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9947.png,https://nodeflair.com/jobs/ttc-solutions-test-lead-d-an-banking-190100?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Manual Tester (Dự Án Banking),TTC Solutions,,Negotiable,['sql'],Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9947.png,https://nodeflair.com/jobs/ttc-solutions-manual-tester-d-an-banking-190096?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Blockchain Developer (Hybrid Or Remote),MOR,,Negotiable,"['go', 'ethereum', 'rust', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11693.png,https://nodeflair.com/jobs/mor-blockchain-developer-hybrid-or-remote-190083?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Data Engineer (Dự Án Banking),TTC Solutions,,Negotiable,"['etl', 'oracle', 'netezza', 'pentaho', 'java', 'spark', 'scala', 'net', 'cassandra', 'hadoop', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/9947.png,https://nodeflair.com/jobs/ttc-solutions-data-engineer-d-an-banking-190088?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Chuyên Viên Kiểm Soát Chất Lượng Phần Mềm (QA),Paraline,,Negotiable,"['qc', 'qa', 'testing']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11978.png,https://nodeflair.com/jobs/paraline-chuyen-vien-ki-m-soat-ch-t-l-ng-ph-n-m-m-qa-190103?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Chuyên Viên Kiểm Thử ( Tester ),NGS,,Negotiable,"['qc', 'qa', 'testing']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/10144.png,https://nodeflair.com/jobs/ngs-chuyen-vien-ki-m-th-tester-190101?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Lập Trình Viên Backend (Onsite),EcoIT,,Negotiable,"['oracle', 'uml', 'orm', 'java', 'mssql', 'sql', 'nodejs', 'net', 'mysql']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/12005.png,https://nodeflair.com/jobs/ecoit-l-p-trinh-vien-backend-onsite-190024?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Chuyên Viên Phát Triển Tích Hợp API (Onsite),EcoIT,,Negotiable,"['go', 'oracle', 'api', 'spring', 'unix', 'java', 'linux', 'springboot', 'postgresql']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/12005.png,https://nodeflair.com/jobs/ecoit-chuyen-vien-phat-tri-n-tich-h-p-api-onsite-189982?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Fullstack Developer,Amela,,Negotiable,"['angular', 'flask', 'nodejs', 'react', 'django']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13330.png,https://nodeflair.com/jobs/amela-fullstack-developer-189976?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Front End Developer,MobiWork,,Negotiable,"['mariadb', 'rest api', 'api', 'jinja', 'html', 'bootstrap', 'javascript', 'sql', 'ajax', 'jquery', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13308.png,https://nodeflair.com/jobs/mobiwork-front-end-developer-189974?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Cloud Engineer (Junior),MASCOM,,Negotiable,"['vmware', 'linux']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11733.png,https://nodeflair.com/jobs/mascom-cloud-engineer-junior-189973?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
System Admin,NMS,,Negotiable,"['tcp', 'docker', 'debian', 'ubuntu', 'vmware', 'linux', 'esxi']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/10180.png,https://nodeflair.com/jobs/nms-system-admin-189988?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Angular Developer,SmartDev,,Negotiable,"['rest api', 'html', 'angular', 'javascript', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/3350.png,https://nodeflair.com/jobs/smartdev-angular-developer-189947?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Frontend Developer (Angular),Terralogic,,Negotiable,"['api', 'oop', 'npm', 'angular', 'typescript', 'javascript']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/4374.png,https://nodeflair.com/jobs/terralogic-frontend-developer-angular-189946?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
iOS Developer,Rakuten,,Negotiable,"['figma', 'ios', 'android', 'sql']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22201.png,https://nodeflair.com/jobs/rakuten-ios-developer-189945?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Front-end Developer,Hasaki.vn,,Negotiable,"['rest api', 'git', 'react native', 'typescript', 'javascript', 'react', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/13150.png,https://nodeflair.com/jobs/hasaki-vn-front-end-developer-189944?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Dotnet Developer,Terralogic,,Negotiable,"['mvc', 'api', 'microsoft sql server', 't sql', 'microsoft', 'net core', 'html', 'aspnet', 'javascript', 'sql', 'net', 'mongodb', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/4374.png,https://nodeflair.com/jobs/terralogic-dotnet-developer-189943?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior iOS Engineer - Vietnam,Goodnotes,,Negotiable,"['ios', 'swift']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22199.png,https://nodeflair.com/jobs/goodnotes-senior-ios-engineer-vietnam-189940?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Fullstack Developer,Boomco Communication Co.,,Negotiable,"['spring', 'java', 'html', 'react native', 'javascript', 'nodejs', 'react', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/16241.png,https://nodeflair.com/jobs/boomco-communication-co-fullstack-developer-189938?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Full Stack Engineer,PERSOLKELLY,,Negotiable,"['amazon s3', 'aws', 'microsoft sql server', 'cognito', 't sql', 'microsoft', 'redux', 'javascript', 'sql', 'nodejs', 'postgresql', 'mysql', 'react', 'mongodb', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/4668.png,https://nodeflair.com/jobs/persolkelly-full-stack-engineer-189935?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Full Stack Engineer (NodeJS) - Remote,CoverGo | Insurtech,,Negotiable,"['container', 'tdd', 'aws', 'docker', 'google cloud', 'oop', 'azure', 'typescript', 'nodejs', 'graphql', 'mongodb', 'vuejs']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/5650.png,https://nodeflair.com/jobs/covergo-insurtech-full-stack-engineer-nodejs-remote-189932?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Software Engineer II Azure SDK,Microsoft,,Negotiable,"['swagger', 'microsoft', 'azure', 'java', 'javascript', 'c#', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/339.png,https://nodeflair.com/jobs/microsoft-software-engineer-ii-azure-sdk-189930?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Embedded C/C++ Developer,FPT,,Negotiable,"['c++', 'c']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/723.png,https://nodeflair.com/jobs/fpt-embedded-c-c-developer-189927?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
DevOps Engineer,TransPerfect,,Negotiable,"['api gateway', 'mariadb', 'api', 'windows server', 'ci', 'apache', 'java', 'linux', 'bitbucket', 'javascript', 'nodejs', 'mongodb', 'python']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/2416.png,https://nodeflair.com/jobs/transperfect-devops-engineer-189925?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
AEM Developer (HN/ĐN/HCM),FPT,,Negotiable,"['rest api', 'osgi', 'git', 'java', 'html', 'javascript', 'json', 'ajax', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/723.png,https://nodeflair.com/jobs/fpt-aem-developer-hn-dn-hcm-189923?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Software Engineer II - Azure Real-time Messaging Services,Microsoft,,Negotiable,"['aws', 'azure', 'java', 'c#']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/339.png,https://nodeflair.com/jobs/microsoft-software-engineer-ii-azure-real-time-messaging-services-189922?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
IT Security Engineer,NTQ Solution,,Negotiable,"['security', 'network']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11965.png,https://nodeflair.com/jobs/ntq-solution-it-security-engineer-189979?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Cloud Engineer (Junior),MASCOM,,Negotiable,"['vsphere', 'vmware', 'linux']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/11733.png,https://nodeflair.com/jobs/mascom-cloud-engineer-junior-189985?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Middle Android developer,Diksha Teknologies,,Negotiable,"['rest api', 'api', 'coroutines', 'android studio', 'analytics', 'firebase', 'java', 'android', 'kotlin', 'json', 'xml']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/17484.png,https://nodeflair.com/jobs/diksha-teknologies-middle-android-developer-189784?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Software Engineer,Renesas Electronics,,Negotiable,"['c++', 'linux', 'c']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/715.png,https://nodeflair.com/jobs/renesas-electronics-software-engineer-189783?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Front-End Engineer,Flodesk,,Negotiable,"['html', 'redux', 'javascript', 'react', 'css']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/18268.png,https://nodeflair.com/jobs/flodesk-front-end-engineer-189781?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Full stack Software Engineer (.NET & React Native),Orient Software,,Negotiable,"['rest api', 'api', 'git', 'react native', 'typescript', 'es6', 'javascript', 'c#', 'net', 'react']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/2011.png,https://nodeflair.com/jobs/orient-software-full-stack-software-engineer-net-react-native-189779?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
Senior Software Developer,Helix International,,Negotiable,"['mvc', 'gitlab', 'svn', 'c++', 'oracle', 'web api', 'api', 'visual basic', 'net core', 'jpa', 'unix', 'java', 'mssql', 'linux', 'javascript', 'sql', 'c', 'c#', 'net']",Vietnam,Full-time,https://nodeflair.com/api/v2/companies/22183.png,https://nodeflair.com/jobs/helix-international-senior-software-developer-189778?itm_campaign=job_search&itm_medium=listing&itm_source=nodeflair_jobs
