Title,Company_name,Address,Contract_type,Requirement,Benefit,Technical_skills,Link_image,URL
Fulltime Remote Sr Backend Javascript/Typescript/NodeJS,CoderPush,"SmartHub 18/2E Nguyen Cuu Van, Ward 17, Binh Thanh District, HCMC, Binh Thanh, Ho Chi Minh",Full time,"['At least 6 years of experience as a Backend developer.', 'Proficiency in backend development with TypeScript using Node.js', 'Understanding of web development concepts: REST APIs, GraphQL,  HTTP requests, and JSON.', 'Proficiency in using SQL and NoSQL databases.', 'Experience with AWS or other cloud platforms for deployment and scaling', 'Write clean, efficient, and well-documented code to ensure maintainability and scalability.', 'Quality coding practices, including test-driven development, unit testing and secure coding awareness', 'Have knowledge in Test Driven Development (TDD), CI/CD.', 'Ability to manage time when facing difficulties or under pressure or deadlines', 'Good communication skills in English and Vietnamese', 'Play a pivotal role in the development and maintenance of the backend infrastructure that powers our software applications.', 'Contribute your unique insight during the architectural, design, and development phases to help us achieve collaborative brilliance.', 'Collaborate with team members in many locations to bring out the best that the team has to offer.', 'Mentor and guide junior engineers, fostering a culture of continuous learning.\n ']",Negotiable,[],https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMzB5UUE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b142449c5536822d2dff93ed6a74b5db380b0671/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/CoderPush_LOGO.png,https://itviec.com/it-jobs/fulltime-remote-sr-backend-javascript-typescript-nodejs-coderpush-1600?lab_feature=preview_jd_page
Operation Program Manager (Penetration Testing),NAB Innovation Centre Vietnam,"E. Town Central, 11 Doan Van Bo Street, District 4, Ho Chi Minh",Full time,"['10+ years’ experience in project/program or operational delivery', 'Experience in handling and triaging a large volume of engagement requests', 'Excellent stakeholder management, communication, and conflict resolution skills', 'Methodical, analytical approach with outstanding attention to detail', 'Proven ability to work both autonomously and within a team environment (at times with little guidance), build strong relationships and maintain rapport with internal NAB stakeholders and 3rd party service providers.', 'Experience in Enterprise security roles preferable', 'Understanding and experience in coordinating technical teams prior.', 'Understanding of common security standards frameworks, such as NIST, and common security / risk principles.', 'Undergraduate (minimum) in Computer Science or similar technical area', 'Project delivery certification (e.g. Agile scrum, Prince 2)', 'Desirable, not required; Security certifications such as CISSP or CISM']",Negotiable,"['Manager', 'Agile', 'Project Manager']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMS9LSnc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f77c1653cf49260705bf77be3846954d9b817b70/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/logo.jpg,https://itviec.com/it-jobs/operation-program-manager-penetration-testing-nab-innovation-centre-vietnam-2143?lab_feature=preview_jd_page
Mid Home Trading System Developer (Windows Desktop App),Daoukiwoom Innovation,"14F, AP Tower, 518B Dien Bien Phu Street, Ward 21, Binh Thanh, Ho Chi Minh",Full time,"['Minimum 2-3 years experience on developing with Javascript.', 'Strong understanding of object-oriented programming and design pattern (MVC, MVVM).', 'Ability to write clean, easy to understand code.', 'Familiarity with version control systems, such as SVN.', 'Familiarity with issues tracking tools, such as Redmine.', 'Strong problem-solving and analytical skills.', ""Bachelor's Degree in Computer Science/Information Technology or relevant fields."", 'Able to communicate in English, written and spoken.', 'Strong communication skills and teamwork, international experience is preferred.', 'Experience operating in an Agile environment, with a deep understanding of agile development principles.', 'Over 1 year of experience in developing securities solutions, including a PC-based trading platform – HTS(Home Trading System).', 'Experience on developing with MFC C++.', 'Experience on working with overseas team.']",Negotiable,"['JavaScript', 'System Engineer', 'Designer']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMG5ESWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--7404159abccc3d52fc2a237487673bdd09bb2148/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lKYW5CbFp3WTZCa1ZVT2hKeVpYTnBlbVZmZEc5ZlptbDBXd2RwQWFvdyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--be8303cd58d898b976ab84bbfd3800ba60f90a5c/%5BDKI%5D%20Logo.jpeg,https://itviec.com/it-jobs/mid-home-trading-system-developer-windows-desktop-app-daoukiwoom-innovation-2613?lab_feature=preview_jd_page
Golang Developer ~$2500 NET,Giao Hàng Tiết Kiệm,"Tòa nhà VTV, số 8 Phạm Hùng, phường Mễ Trì, Nam Tu Liem, Ha Noi",Full time,[],Negotiable,"['Golang', 'MySQL']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBd2lJTEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--e5e6308b22d34c672f3b0b7f65616ba7a7e6c3d1/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/%5BGHTK%5D_Logo_RGB.png,https://itviec.com/it-jobs/golang-developer-2500-net-giao-hang-tiet-kiem-0735?lab_feature=preview_jd_page
[HCM] Middle Java Developer | Up to $1500,Hybrid Technologies,"Dong Nhan Building, 90 Nguyen Dinh Chieu, Da Kao, District 1, Ho Chi Minh",Full time,"['Tốt nghiệp ĐH chuyên ngành CNTT hoặc tương đương.', 'Có ít nhất 2 năm kinh nghiệm lập trình với ngôn ngữ Java.', 'Có kiến thức tốt về thuật toán, lập trình hướng đối tượng (OOP) Java/JEE và Spring (DI, AOP, IoC)', 'Kinh nghiệm làm Web service: MVC, RESTful (SOAP)', 'DB: SQL/JDBC và ORM/Hibernate (MySQL,Oracle)', 'Kiến thức HTML, CSS, JavaScript', 'Biết hoặc muốn tìm hiểu về frameworks JS (Angularjs, VueJS,BackboneJS).', 'Apache Tomcat, Jboss…']",Negotiable,[],https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNWpjRlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--6c522fb1d6bbcea4ecc14fa1b08837bde132d324/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/avatar-10-10.jpg,https://itviec.com/it-jobs/hcm-middle-java-developer-up-to-1500-hybrid-technologies-1105?lab_feature=preview_jd_page
".NET Developer (C#, SQL) ~ upto 2000$",KiotViet Corporation,"1A Yet Kieu , Hoan Kiem, Ha Noi",Full time,[],Negotiable,"['.NET', 'C#', 'TypeScript']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMWZQUEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--90750db94a23129c8113bf5db6553cbd31ec2428/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/KiotViet-Logo-Mark-128.png,https://itviec.com/it-jobs/net-developer-c-sql-upto-2000-kiotviet-corporation-2710?lab_feature=preview_jd_page
"Android Developer (Kotlin, Java)",Earable Vietnam,"Floor 3, Tower A, Sky City Towers, 88 Lang Ha Street, Dong Da, Ha Noi",Full time,"['4+ years of professional Android development experience. ', 'Strong experience in Kotlin and Android SDK, Kotlin Coroutines, Kotlin Flows', 'Have experience in working with Bluetooth Low Energy', 'Have the ability to use Audio player components', 'Have experience in developing smooth UI, especially charts', 'Ability to write unit tests, integration tests', 'Strong interpersonal and communication skills. Experience in a startup or high-growth environment', 'Capable of working with ambiguous requirements and minimal direction ', 'Passionate, and inspired by Earable’s mission and products', 'Have the ability to use Android JetPack Components libraries', 'Experience with setting up and maintaining CI/CD']",Negotiable,"['Android', 'Java', 'Kotlin']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN3FRS3c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--2fce4b4ec188c0066fdc42304d76d25ae1afcee7/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Logo%20Earable-01.png,https://itviec.com/it-jobs/android-developer-kotlin-java-earable-vietnam-4828?lab_feature=preview_jd_page
Senior Backend Engineer (Golang/ NodeJS/ AWS),Flodesk,"Indochina Riverside, 74 Bach Dang, Hai Chau, Da Nang",Full time,"['Strong computer science foundation and problem-solving skills', 'Good (at minimum) and excellent (preferred) written English skills for documentation and communication with the team', '2+ years of experience in backend development (SOA architecture, Golang/Nodejs are preferred)', 'Experience working with MongoDB and PostgreSQL', 'Experience working with AWS services', 'Experience with API integration testing', 'Experience with a high-paced startup environment where refactoring and requirement changes are normal', 'Experience with SaaS problems like fair usage, noisy neighbor', 'Experience working with large databases like sharding, partitioning, no downtime migration', 'Experience working with Martech (email deliverability, tracking, embed analytics)', 'Experience working with Fintech (handling transactions, money flow, fraud prevention)']",Negotiable,"['AWS', 'NodeJS', 'Golang']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN09USFE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b48e93e8dd1875a01af389ef76c018c62402af41/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/1607009686807.jpg,https://itviec.com/it-jobs/senior-backend-engineer-golang-nodejs-aws-flodesk-5004?lab_feature=preview_jd_page
Senior Manual QC - Bonus up to 15M,Saigon Technology,"MID Building, 02 Nguyen The Loc, Ward 12, Tan Binh, Ho Chi Minh",Full time,"['5+ years of relevant experience as a Quality Assurance Engineer or Software Test Engineer with a bachelor’s degree in computer science', 'Demonstrable experience in manual testing including API testing, end-to-end testing, and mobile application testing.', 'Ability to identify, isolate, and track bugs effectively.', 'Experience with MySQL and scripting in order to verify the data', 'Fluency in English and Arabic (is a plus)', 'Experience with various testing frameworks is beneficial.', 'Familiarity with frameworks like Detox, Selenium,', 'CodeceptJS, Appium, etc., is big plus.', 'Understanding of Agile methodologies and experience in working in Agile teams.', 'Cloud-based applications/Microservices/Distributed system', 'APIs development', 'Proficient understanding of source versioning tools, such as Git (we’re using Gitlab)', 'BSC in Computer Science or equivalent', 'Good written and spoken communication skills in English (Arabic is a big plus)', 'Proactive, goal-orientated, and self-structured in your approach', 'Programming language: Java ', 'Familiarity with frameworks like Detox, Selenium, CodeceptJS, Appium, etc., is big plus.']",Negotiable,[],https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN0tmSGc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c0fe0ff712a458d81ebedefb0b36172418e2834d/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Black%20(3).png,https://itviec.com/it-jobs/senior-manual-qc-engineer-mysql-tester-saigon-technology-2910?lab_feature=preview_jd_page
Junior Fullstack .Net Developer,Live Payments,"81 Cao Thang, Ward 3, District 3, Ho Chi Minh",Full time,"['Computer Science Degree or qualifications in a related discipline', '2 years’ experience programming in the information technology field with experience related to this position’s role; or an appropriate combination of education and technology field related experience.', 'Programming Skills:', 'Database skills: Knowledge of Microsoft SQL Server development (ability to write triggers, stored procedures, views, functions etc.)', 'Familiarity with Scrum process framework', 'The ability to develop and maintain thorough software documentation', 'Experience working in a matrix organization', 'Must be comfortable working with a cross functional team', 'Self-starter – willing to contribute wherever needed', 'English communication', 'Programming skills:', 'Experience in DB design, data dictionary, database optimisation', 'Graduated from an English-speaking country such as Australia, USA, UK, or Singapore']",Negotiable,"['ASP.NET', 'SQL', 'JQuery']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNXFRS1E9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--7b04c63c9c0ee7d83a921c4ea616d1b31b77514d/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/3-Logo%20Icon%20-%20%20Coloured%20-%20Live%20Payments%20(1).png,https://itviec.com/it-jobs/junior-fullstack-net-developer-live-payments-4833?lab_feature=preview_jd_page
Senior QA/QC Engineer,Live Payments,"81 Cao Thang, Ward 3, District 3, Ho Chi Minh",Full time,"['Solid understanding of various testing types and techniques are needed', 'Experience working with Agile methodology and project/test management tools (Jira, Confluence, TestRail)', 'Self-starter – willing to contribute wherever needed', 'Commitment to quality and attention to detail', 'Passionate to improve yourself, our products, our software development process, and your team’s performance', 'People-oriented', 'Good English communication skills with experience working in a matrix organization', 'Comfortable working with a cross functional team across countries    ', 'Experience in automated testing platforms', 'Ability to present ideas and demonstrate product increments to stakeholders', 'Skills in SQL and scripting languages']",Negotiable,"['QA QC', 'Agile', 'Tester']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNXFRS1E9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--7b04c63c9c0ee7d83a921c4ea616d1b31b77514d/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/3-Logo%20Icon%20-%20%20Coloured%20-%20Live%20Payments%20(1).png,https://itviec.com/it-jobs/senior-qa-qc-engineer-live-payments-4655?lab_feature=preview_jd_page
Database Developer,Live Payments,"81 Cao Thang, Ward 3, District 3, Ho Chi Minh",Full time,"['Bachelor’s degree in Computer Science, Information Technology, or another related field ', 'Minimum of 3+ years’ experience in database development and administration', 'Knowledge of database architecture, data modelling, schema design and development', 'Strong experience in Database Performance Tuning and Query Optimization', 'Good experience in SQL Server, MySQL, NoSQL…', 'Good experience in Reporting tools such as MS Reporting Services, Crystal Reports', 'Good experience in BI, ETL, Database Analysis and Design skills', ""Good experience in technologies that match the company's focus."", 'Good English communication skills (written and oral)', 'Good interpersonal and collaboration skills combined with a strong teamwork ability.', 'Experience with Amazon Database services.', 'Experience working on a commercial project to build a data warehouse.', 'Experience working in the payments and/or financial services industries is advantageous.', 'Experience with the data warehouse is an advantage.', 'Experience in Data Analysis is an advantage.', 'Experience with Database migration is an advantage.']",Negotiable,"['Database', 'Agile', 'English']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNXFRS1E9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--7b04c63c9c0ee7d83a921c4ea616d1b31b77514d/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/3-Logo%20Icon%20-%20%20Coloured%20-%20Live%20Payments%20(1).png,https://itviec.com/it-jobs/database-developer-live-payments-4433?lab_feature=preview_jd_page
Fullstack Developer (MERN stack),Fullerton Health,"1st Floor, L’Mak Plaza (Nam A Plaza), 127 Hong Ha, Ward 09, Phu Nhuan, Ho Chi Minh",Full time,"['English communication', 'Degree/Diploma in Computing or related majors', '1+ years of relevant hands-on experience in Javascript software development', 'Good working experience developing web applications, and integrating enterprise systems', 'Good working experience with JavaScript, Typescript, RESTful APIs, and related technologies', 'Good working experience with the MERN stack (MongoDB/MySQL, ExpressJS, NodeJS, ReactJS)', 'Good working experience with relational databases such as MySQL / Oracle, and non-relational databases such as MongoDB', 'Good working experience with Source/Version Control tools such as Git.', 'Demonstrable portfolio of projects in the technologies listed above.', 'Possess strong analytical skills', 'Team player with good interpersonal and communication skills']",Negotiable,[],https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNWpKRnc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--31524a8fbdacfe4b95b9d50e05f165d6007b3ffb/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/7ac93d5926afc5da1aef5c2ef1857c5d.png,https://itviec.com/it-jobs/fullstack-developer-mern-stack-fullerton-health-4203?lab_feature=preview_jd_page
"Fullstack Javascript Developer (NodeJS, PostgreSQL)",FENIK TECHNOLOGIES,"104, ngõ 54 Lê Quang Đạo, Nam Tu Liem, Ha Noi",Full time,[],Negotiable,"['JavaScript', 'PostgreSql', 'NodeJS']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBenJHUGc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d6b4977fb324e8983191b6a61e0172faa7af94e6/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/1-01.png,https://itviec.com/it-jobs/fullstack-javascript-developer-nodejs-postgresql-fenik-technologies-2517?lab_feature=preview_jd_page
Senior Project Analyst,NAB Innovation Centre Vietnam,"E. Town Central, 11 Doan Van Bo Street, District 4, Ho Chi Minh",Full time,"['Good understanding of project management principles and key phases of project delivery, with demonstrated experience working in an agile environment', 'Detailed knowledge of how to maintain and manage Risks & Issues Registers and provide governance over Change Control process, providing reporting at project and program level', 'Good understanding of how to identify and track project dependencies and maintain project plans', 'Strong Stakeholder Management skills with the ability challenge where needed, and to influence positive outcomes.', 'Strong data, finance reporting skills and ability to negotiate on project budgets and costs, and help Project Managers with Funding Submissions and understanding of financial treatments', 'Good understanding of how to effectively provide assurance and oversight over key project delivery processes and project data', 'Prior project experience in the Banking and Financial Services Industry an Advantage', 'Experience with Clarity', 'Experience with Rally is an advantage', 'Experience working with financial workbooks (i.e. maintain cost plans, actuals, forecasts, reference data) is mandatory for the role.']",Negotiable,"['Project Manager', 'Agile', 'English']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMS9LSnc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f77c1653cf49260705bf77be3846954d9b817b70/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/logo.jpg,https://itviec.com/it-jobs/senior-project-analyst-nab-innovation-centre-vietnam-3839?lab_feature=preview_jd_page
